кто	дата	счет	статья	сумма	примечания	остаток после					счета		
В	22.04.2016	кошелек.В	подарки	-3 000,00	ДР сестры	1 800,00	2016.4						
В	23.04.2016	карта зарпл.В	развлеченья	-1 050,00	кино	33 107,58	2016.4						
В	20.04.2016	конверт.кварт	перевод	-30 000,00		0,00	2016.4						
В	20.04.2016	кошелек.В	перевод	4 500,00		6 300,00	2016.4						
Л	23.04.2016	кошелек.Л	перевод	25 500,00		28 443,00	2016.4						
В	24.04.2016	кошелек.В	книги	-1 500,00	книга	4 800,00	2016.4						
В	24.04.2016	кошелек.В	аптека	-1 200,00	лекарства	3 600,00	2016.4						
В	23.04.2016	карта зарпл.В	ресторан	-995,00	мак	32 112,58	2016.4						
В	25.04.2016	кошелек.В	транспорт	-1 600,00	проездной на 60 поездок	2 000,00	2016.4						
В	25.04.2016	кошелек.В	продукты	-50,00		1 950,00	2016.4						
В	25.04.2016	карта зарпл.В	связь	-600,00	мегафон	31 512,58	2016.4						
В	25.04.2016	карта зарпл.В	еда.обед	-300,00		31 212,58	2016.4						
В	25.04.2016	карта зарпл.В	перевод	-15 000,00		16 212,58	2016.4						
В	25.04.2016	кошелек.В	перевод	15 000,00		16 950,00	2016.4						
Л	25.04.2016	л.карта.сбер	авон	-2 943,00		494,19	2016.4						
Л	25.04.2016	кошелек.Л	зарплата	46 000,00		74 443,00	2016.4						
Л	25.04.2016	кошелек.Л	перевод	-60 000,00		14 443,00	2016.4						
Л	25.04.2016	сбер.вклад	перевод	60 000,00		871 003,10	2016.4						
Л	25.04.2016	сбер.вклад	доход.%	4 964,00	проценты по вкладу	875 967,10	2016.4						
Л	25.04.2016	кошелек.Л	подарки	-3 000,00	Оксане ДР	11 443,00	2016.4						
Л	25.04.2016	кошелек.Л	подарки	-1 450,00	Цветы Наталье и Оксане	9 993,00	2016.4						
Л	25.04.2016	кошелек.Л	подарки	-500,00	Оксане в офисе на др	9 493,00	2016.4						
Л	25.04.2016	сбер.вклад	перевод	-4 000,00		871 967,10	2016.4						
Л	25.04.2016	л.карта.сбер	перевод	4 000,00	на карту	4 494,19	2016.4						
Л	25.04.2016	л.карта.сбер	перевод	-3 000,00		1 494,19	2016.4						
Л	25.04.2016	кошелек.Л	перевод	3 000,00		12 493,00	2016.4						
Л	25.04.2016	кошелек.Л	еда.обед	-200,00		12 293,00	2016.4						
Л	25.04.2016	кошелек.Л	кофе	-120,00	кофе	12 173,00	2016.4						
Л	25.04.2016	сбер.вклад	перевод	-6 000,00		865 967,10	2016.4						
Л	25.04.2016	л.карта.сбер	перевод	6 000,00		7 494,19	2016.4						
Л	25.04.2016	л.карта.сбер	перевод	-4 400,00	в кошелек	3 094,19	2016.4						
Л	25.04.2016	кошелек.Л	перевод	4 400,00		16 573,00	2016.4						
Л	25.04.2016	л.карта.сбер	еда.обед	-150,00		2 944,19	2016.4						
Л	25.04.2016	кошелек.Л	сигареты	-150,00		16 423,00	2016.4						
Л	25.04.2016	кошелек.Л	транспорт	-120,00		16 303,00	2016.4						
Л	25.04.2016	л.карта.сбер	перевод	549,00		3 493,19	2016.4						
Л	25.04.2016	кошелек.Л	развлеченья	-450,00	на экскурсии	15 853,00	2016.4						
Л	25.04.2016	кошелек.Л	кофе	-150,00		15 703,00	2016.4						
Л	25.04.2016	сбер.вклад	в долг	-10 000,00		855 967,10	2016.4						
Л	25.04.2016	кошелек.Л	перевод	-549,00		15 154,00	2016.4						
Л	27.04.2016	кошелек.Л	продукты	-12 000,00	в метро	3 154,00	2016.4						
Л	27.04.2016	кошелек.Л	транспорт	-70,00	маршрутка	3 084,00	2016.4						
Л	27.04.2016	л.карта.сбер	кофе	-300,00		3 193,19	2016.4						
Л	27.04.2016	л.карта.сбер	связь	-100,00	мой тел	3 093,19	2016.4						
Л	27.04.2016	сбер.вклад	в долг	10 000,00	Оксана вернула	865 967,10	2016.4						
Л	27.04.2016	кошелек.Л	зарплата	46 000,00		49 084,00	2016.4						
Л	27.04.2016	кошелек.Л	перевод	-45 000,00	на карту	4 084,00	2016.4						
Л	27.04.2016	л.карта.сбер	перевод	45 000,00	на вклад	48 093,19	2016.4						
Л	27.04.2016	л.карта.сбер	перевод	-41 000,00		7 093,19	2016.4						
Л	27.04.2016	кошелек.Л	кофе	-120,00		3 964,00	2016.4						
Л	27.04.2016	кошелек.Л	сигареты	-90,00	сигареты	3 874,00	2016.4						
Л	27.04.2016	кошелек.Л	книги	-133,00	журнал	3 741,00	2016.4						
Л	28.04.2016	л.карта.сбер	связь	-300,00	мой тел	6 793,19	2016.4						
Л	28.04.2016	сбер.вклад	перевод	41 000,00		906 967,10	2016.4						
Л	28.04.2016	л.карта.сбер	связь	-400,00	планшет	6 393,19	2016.4						
Л	28.04.2016	кошелек.Л	отдал члену семьи	-800,00	Варя англ	2 941,00	2016.4						
Л	28.04.2016	кошелек.Л	отдал члену семьи	-1 000,00		1 941,00	2016.4						
Л	28.04.2016	кошелек.Л	транспорт	-185,00	маршрутки	1 756,00	2016.4						
Л	28.04.2016	сбер.вклад	перевод	-11 000,00	в кошелек	895 967,10	2016.4						
Л	28.04.2016	кошелек.Л	перевод	11 000,00		12 756,00	2016.4						
В	28.04.2016	карта зарпл.В	еда.обед	-298,00		15 914,58	2016.4						
В	27.04.2016	карта зарпл.В	еда.обед	-264,72		15 649,86	2016.4						
Л	28.04.2016	кошелек.Л	кофе	-300,00	кофе, шоколадка	12 456,00	2016.4						
Л	29.04.2016	кошелек.Л	кофе	-120,00		12 336,00	2016.4						
Л	29.04.2016	кошелек.Л	ресторан	-540,00	пицца варе	11 796,00	2016.4						
Л	29.04.2016	кошелек.Л	еда.обед	-120,00		11 676,00	2016.4						
Л	29.04.2016	кошелек.Л	транспорт	-70,00	маршрутка	11 606,00	2016.4						
Л	29.04.2016	л.карта.сбер	жкх	-2 969,51	ЖКХ смольная апрель	3 423,68	2016.4						
В	29.04.2016	карта зарпл.В	еда.обед	-310,00		15 339,86	2016.4						
В	28.04.2016	кошелек.В	продукты	-600,00		16 350,00	2016.4						
В	26.04.2016	кошелек.В	еда.обед	-350,00		16 000,00	2016.4						
В	30.04.2016	кошелек.В	аренда	2 000,00		18 000,00	2016.4						
В	30.04.2016	карта зарпл.В	аренда	-400,00		14 939,86	2016.4						
В	30.04.2016	карта зарпл.В	вещи	-7 440,00	стиралка и кофе	7 499,86	2016.4						
В	30.04.2016	карта зарпл.В	вещи	-5 350,00	подарок	2 149,86	2016.4						
В	30.04.2016	карта зарпл.В	хозтовары	-228,00	розетки	1 921,86	2016.4						
В	30.04.2016	кошелек.В	продукты	-1 600,00	на дачу	16 400,00	2016.4						
В	02.05.2016	кошелек.В	вещи	-5 800,00	болгарка	10 600,00	2016.5						
В	05.05.2016	кошелек.В	отдал члену семьи	-5 000,00	Софье	5 600,00	2016.5						
В	05.05.2016	кошелек.В	отдал члену семьи	5 000,00	отдала мама	10 600,00	2016.5						
В	05.05.2016	кошелек.В	авто.топливо	-1 700,00	ЁЁ	8 900,00	2016.5						
В	05.05.2016	кошелек.В	транспорт	-300,00	электричка	8 600,00	2016.5						
В	05.05.2016	кошелек.В	связь	-600,00	симки рязанские	8 000,00	2016.5						
В	05.05.2016	кошелек.В	хозтовары	-2 000,00	плитка	6 000,00	2016.5						
В	05.05.2016	кошелек.В	продукты	-950,00		5 050,00	2016.5						
В	05.05.2016	кошелек.В	развлеченья	-1 300,00	аренда места у озера	3 750,00	2016.5						
В	05.05.2016	карта зарпл.В	зарплата	69 214,10		71 135,96	2016.5						
В	08.05.2016	карта зарпл.В	ресторан	-140,00	мак	70 995,96	2016.5						
В	08.05.2016	карта зарпл.В	авто.топливо	-684,90		70 311,06	2016.5						
В	10.05.2016	карта зарпл.В	перевод	-50 000,00		20 311,06	2016.5						
В	10.05.2016	кошелек.В	перевод	50 000,00		53 750,00	2016.5						
В	10.05.2016	карта зарпл.В	перевод	-400,00		19 911,06	2016.5						
В	10.05.2016	карта старая.В	перевод	400,00		595,30	2016.5						
В	10.05.2016	карта старая.В	развлеченья	-269,00	apple music	326,30	2016.5						
В	10.05.2016	кошелек.В	перевод	-30 000,00		23 750,00	2016.5						
В	10.05.2016	кошелек.Л	перевод	30 000,00		41 606,00	2016.5						
Л	10.05.2016	кошелек.Л	аптека	-830,00		40 776,00	2016.5						
Л	10.05.2016	л.карта.сбер	продукты	-293,58	продукты дикси	3 130,10	2016.5						
Л	10.05.2016	кошелек.Л	хозтовары	-645,00	товары хоз на дачу	40 131,00	2016.5						
Л	10.05.2016	л.карта.сбер	ресторан	-669,00	макдак	2 461,10	2016.5						
Л	10.05.2016	кошелек.Л	продукты	-6 500,00	на дачу	33 631,00	2016.5						
Л	10.05.2016	л.карта.сбер	вещи.одежда, обувь	-13 047,00	одежда	(10 585,90)	2016.5						
Л	10.05.2016	л.карта.сбер	связь	-300,00	лера мегафон	(10 885,90)	2016.5						
Л	10.05.2016	л.карта.сбер	связь	-300,00	Вадим на мегафон	(11 185,90)	2016.5						
Л	10.05.2016	л.карта.сбер	продукты	-364,00	магнит	(11 549,90)	2016.5						
Л	10.05.2016	л.карта.сбер	авон	1 100,00	тНадя за авон	(10 449,90)	2016.5						
Л	10.05.2016	сбер.вклад	перевод	-15 000,00	на карту сбера	880 967,10	2016.5						
Л	10.05.2016	л.карта.сбер	перевод	15 000,00	на карте	4 550,10	2016.5						
Л	10.05.2016	кошелек.Л	красота	-1 000,00	маникюр	32 631,00	2016.5						
Л	10.05.2016	л.карта.сбер	вещи.одежда, обувь	-837,00	подследники	3 713,10	2016.5						
Л	10.05.2016	кошелек.Л	сигареты	-293,58		32 337,42	2016.5						
Л	10.05.2016	кошелек.Л	продукты	500,00	Володя отдал за мясо	32 837,42	2016.5						
Л	10.05.2016	л.карта.сбер	перевод	-2 000,00		1 713,10	2016.5						
Л	10.05.2016	кошелек.Л	перевод	2 000,00		34 837,42	2016.5						
Л	10.05.2016	сбер.вклад	перевод	-5 000,00		875 967,10	2016.5						
Л	10.05.2016	л.карта.сбер	перевод	5 000,00		6 713,10	2016.5						
Л	10.05.2016	л.карта.сбер	вещи.одежда, обувь	-5 439,00	обувь 2 пары	1 274,10	2016.5						
Л	10.05.2016	кошелек.Л	кофе	-99,00	кофе	34 738,42	2016.5						
Л	10.05.2016	л.карта.сбер	продукты	-305,00	леб, продукты	969,10	2016.5						
Л	10.05.2016	л.карта.сбер	связь	-105,00	моб. лера	864,10	2016.5						
Л	10.05.2016	кошелек.Л	продукты	-1 900,00	в походе мясо, овощи	32 838,42	2016.5						
Л	10.05.2016	кошелек.Л	ресторан	-1 200,00	макдак	31 638,42	2016.5						
Л	10.05.2016	кошелек.Л	еда.обед	-140,00		31 498,42	2016.5						
Л	10.05.2016	кошелек.Л	транспорт	-145,00	маршрутки	31 353,42	2016.5						
В	10.05.2016	карта зарпл.В	еда.обед	-300,00		19 611,06	2016.5						
Л	10.05.2016	кошелек.Л	кофе	-120,00		31 233,42	2016.5						
Л	10.05.2016	кошелек.Л	отдал члену семьи	-1 000,00	Маме на врача	30 233,42	2016.5						
В	08.05.2016	кошелек.В	продукты	1 000,00	андрей	24 750,00	2016.5						
В	10.05.2016	кошелек.В	хозтовары	-250,00	кольца, шнур, щетка	24 500,00	2016.5						
В	11.05.2016	карта зарпл.В	еда.обед	-65,00	завтрак	19 546,06	2016.5						
Л	11.05.2016	л.карта.сбер	кофе	-120,00		744,10	2016.5						
Л	11.05.2016	кошелек.Л	транспорт	-70,00	маршрутка	30 163,42	2016.5						
Л	11.05.2016	кошелек.Л	еда.обед	-150,00		30 013,42	2016.5						
В	11.05.2016	карта зарпл.В	спортзал	-2 997,00	кимоно	16 549,06	2016.5						
В	11.05.2016	карта зарпл.В	вещи	-8 170,00	сумки	8 379,06	2016.5						
В	12.05.2016	кошелек.В	книги	-2 650,00		21 850,00	2016.5						
Л	12.05.2016	л.карта.сбер	перевод	-700,00	в кошлек	44,10	2016.5						
Л	12.05.2016	кошелек.Л	перевод	700,00		30 713,42	2016.5						
В	12.05.2016	кошелек.В	спортзал	-3 000,00		18 850,00	2016.5						
В	12.05.2016	карта зарпл.В	еда.обед	-260,00		8 119,06	2016.5						
В	12.05.2016	карта зарпл.В	еда.обед	-219,74		7 899,32	2016.5						
В	13.05.2016	карта зарпл.В	развлеченья	-800,00	кино	7 099,32	2016.5						
В	14.05.2016	карта зарпл.В	хозтовары	-854,00	краска+расходники	6 245,32	2016.5						
В	12.05.2016	карта зарпл.В	доход.%	93,70	кешбек	6 339,02	2016.5						
В	12.05.2016	кошелек.В	хозтовары	-750,00	шланг+футорка	18 100,00	2016.5						
В	12.05.2016	кошелек.В	ресторан	-1 100,00		17 000,00	2016.5						
В	12.05.2016	кошелек.В	еда.обед	-300,00		16 700,00	2016.5						
В	12.05.2016	кошелек.В	авто	-150,00	парковка метрополис	16 550,00	2016.5						
В	13.05.2016	кошелек.В	продукты	-400,00	??	16 150,00	2016.5						
В	16.05.2016	кошелек.В	перевод	-6 000,00		10 150,00	2016.5						
Л	16.05.2016	кошелек.Л	перевод	6 000,00		36 713,42	2016.5						
В	16.05.2016	карта зарпл.В	хоз.расходы	-500,00	ремонт ботинок	5 839,02	2016.5						
В	16.05.2016	карта зарпл.В	еда.обед	-310,00		5 529,02	2016.5						
Л	16.05.2016	кошелек.Л	транспорт	-123,00	лектричка туда обратно	36 590,42	2016.5						
Л	16.05.2016	л.карта.сбер	ресторан	-900,00	с Варей пицца	(855,90)	2016.5						
Л	16.05.2016	кошелек.Л	кофе	-120,00		36 470,42	2016.5						
Л	16.05.2016	кошелек.Л	кофе	-125,00		36 345,42	2016.5						
Л	16.05.2016	кошелек.Л	хозтовары	-95,00	батарейка	36 250,42	2016.5						
Л	16.05.2016	сбер.вклад	перевод	-2 000,00	на карту	873 967,10	2016.5						
Л	16.05.2016	л.карта.сбер	перевод	2 000,00		1 144,10	2016.5						
Л	16.05.2016	кошелек.Л	перевод	-25 000,00		11 250,42	2016.5						
Л	16.05.2016	л.карта.сбер	перевод	25 000,00		26 144,10	2016.5						
Л	16.05.2016	л.карта.сбер	перевод	-1 300,00	в кошелек	24 844,10	2016.5						
Л	16.05.2016	кошелек.Л	перевод	1 300,00		12 550,42	2016.5						
Л	16.05.2016	л.карта.сбер	еда.обед	-453,00	леб и обед	24 391,10	2016.5						
Л	16.05.2016	л.карта.сбер	развлеченья	-630,00	попкорн вода	23 761,10	2016.5						
Л	16.05.2016	кошелек.Л	еда.обед	-140,00	мороженное	12 410,42	2016.5						
Л	16.05.2016	л.карта.сбер	ЖКХ	-243,62	телефон смольная	23 517,48	2016.5						
Л	16.05.2016	л.карта.сбер	ЖКХ	-497,87	мосэнерго	23 019,61	2016.5						
Л	16.05.2016	л.карта.сбер	перевод	-20 000,00	на вклад	3 019,61	2016.5						
Л	16.05.2016	сбер.вклад	перевод	20 000,00		893 967,10	2016.5						
Л	16.05.2016	л.карта.сбер	продукты	-573,00	продукты магнит	2 446,61	2016.5						
Л	16.05.2016	л.карта.сбер	отдал члену семьи	-462,00	книжный для Вари тетради, ручки маркеры	1 984,61	2016.5						
Л	16.05.2016	кошелек.Л	подарки	-1 000,00	подарок для Феди	11 410,42	2016.5						
Л	16.05.2016	сбер.вклад	перевод	-8 500,00		885 467,10	2016.5						
Л	16.05.2016	л.карта.сбер	перевод	8 500,00		10 484,61	2016.5						
Л	16.05.2016	л.карта.сбер	продукты	-8 815,15	Метро магазин	1 669,46	2016.5						
Л	16.05.2016	кошелек.Л	сигареты	-120,00		11 290,42	2016.5						
Л	16.05.2016	кошелек.Л	отдал члену семьи	-1 000,00	ВАре на англ.	10 290,42	2016.5						
Л	16.05.2016	кошелек.Л	транспорт	-300,00	такси	9 990,42	2016.5						
Л	16.05.2016	кошелек.Л	ресторан	-680,00	одед	9 310,42	2016.5						
Л	16.05.2016	кошелек.Л	транспорт	-260,00	маршрутки	9 050,42	2016.5						
Л	16.05.2016	кошелек.Л	подарки	-1 200,00	фрукты и тортик	7 850,42	2016.5						
Л	16.05.2016	кошелек.Л	еда.обед	-300,00		7 550,42	2016.5						
Л	16.05.2016	кошелек.Л	сигареты	-180,42		7 370,00	2016.5						
Л	17.05.2016	кошелек.Л	в долг	-5 000,00		2 370,00	2016.5						
Л	18.05.2016	л.карта.сбер	кофе	-285,00		1 384,46	2016.5						
Л	18.05.2016	л.карта.сбер	кофе	-120,00		1 264,46	2016.5						
Л	18.05.2016	кошелек.Л	отдал члену семьи	-1 000,00	Варе на англ.	1 370,00	2016.5						
Л	18.05.2016	кошелек.Л	продукты	-520,00		850,00	2016.5						
Л	18.05.2016	кошелек.Л	еда.обед	-100,00		750,00	2016.5						
Л	18.05.2016	л.карта.сбер	аптека	-148,00	ромашка	1 116,46	2016.5						
Л	18.05.2016	кошелек.Л	еда.обед	-261,00	обед	489,00	2016.5						
В	19.05.2016	кошелек.В	авто	-4 450,00	цепи на колеса	5 700,00	2016.5						
В	19.05.2016	кошелек.В	спортзал	-3 000,00	Лера май	2 700,00	2016.5						
В	19.05.2016	кошелек.В	еда.обед	-150,00	?	2 550,00	2016.5						
В	16.05.2016	карта зарпл.В	кофе	-335,00	старбакс	5 194,02	2016.5						
В	17.05.2016	карта зарпл.В	еда.обед	-298,00		4 896,02	2016.5						
В	16.05.2016	карта зарпл.В	продукты	-115,00	пирожки	4 781,02	2016.5						
В	17.05.2016	карта зарпл.В	еда.обед	-320,00		4 461,02	2016.5						
В	19.05.2016	кошелек.В	еда.обед	-250,00		2 300,00	2016.5						
Л	19.05.2016	сбер.вклад	перевод	-10 000,00	на карту	875 467,10	2016.5						
Л	19.05.2016	л.карта.сбер	перевод	10 000,00		11 116,46	2016.5						
Л	19.05.2016	л.карта.сбер	перевод	-8 000,00	в кошелек	3 116,46	2016.5						
Л	19.05.2016	кошелек.Л	транспорт	-120,00	маршрутки	369,00	2016.5						
Л	19.05.2016	кошелек.Л	перевод	8 000,00		8 369,00	2016.5						
Л	19.05.2016	кошелек.Л	в долг	-6 000,00	Оксане на врача Феде	2 369,00	2016.5						
Л	19.05.2016	л.карта.сбер	отдал члену семьи	-200,00	книга Варе	2 916,46	2016.5						
Л	19.05.2016	л.карта.сбер	кофе	-140,00	кофе	2 776,46	2016.5						
Л	19.05.2016	л.карта.сбер	хоз.расходы	-276,00	иголочка для штор лента	2 500,46	2016.5						
Л	19.05.2016	л.карта.сбер	комиссия	-30,00	комиссия сбера	2 470,46	2016.5						
Л	19.05.2016	л.карта.сбер	аптека	-337,00	крем в аптеке	2 133,46	2016.5						
Л	19.05.2016	кошелек.Л	продукты	-169,00	мороженное и орехи ВАре	2 200,00	2016.5						
Л	19.05.2016	кошелек.Л	сигареты	-200,00		2 000,00	2016.5						
В	20.05.2016	кошелек.В	авто.топливо	-1 850,00		450,00	2016.5						
В	20.05.2016	карта зарпл.В	зарплата	30 000,00		34 461,02	2016.5						
В	22.05.2016	кошелек.В	авто.топливо	-450,00		0,00	2016.5						
Л	22.05.2016	кошелек.Л	авто.топливо	-550,00		1 450,00	2016.5						
В	22.05.2016	карта зарпл.В	хозтовары	-1 935,00	на дачу+ арматура для туалета	32 526,02	2016.5						
В	23.05.2016	карта зарпл.В	перевод	-25 000,00		7 526,02	2016.5						
В	23.05.2016	кошелек.В	перевод	25 000,00		25 000,00	2016.5						
В	23.05.2016	карта зарпл.В	еда.обед	-620,00		6 906,02	2016.5						
В	23.05.2016	карта зарпл.В	хоз.расходы	-250,00	фотки	6 656,02	2016.5						
Л	23.05.2016	кошелек.Л	перевод	10 000,00		11 450,00	2016.5						
В	23.05.2016	кошелек.В	перевод	-10 000,00		15 000,00	2016.5						
Л	23.05.2016	кошелек.Л	отдал члену семьи	-1 500,00	творог, молоко, яйца	9 950,00	2016.5						
Л	23.05.2016	кошелек.Л	в долг	-7 000,00	Оксане до зп	2 950,00	2016.5						
Л	23.05.2016	кошелек.Л	Авон	230,00	за заказ	3 180,00	2016.5						
Л	23.05.2016	л.карта.сбер	кофе	-120,00		2 013,46	2016.5						
Л	23.05.2016	л.карта.сбер	продукты	-395,00	круасаны	1 618,46	2016.5						
Л	23.05.2016	л.карта.сбер	продукты	-540,00	 хлеб	1 078,46	2016.5						
Л	23.05.2016	л.карта.сбер	продукты	-160,00	на дачу	918,46	2016.5						
Л	23.05.2016	л.карта.сбер	ресторан	-467,00	макдак	451,46	2016.5						
Л	23.05.2016	сбер.вклад	перевод	-5 000,00		870 467,10	2016.5						
Л	23.05.2016	л.карта.сбер	перевод	5 000,00		5 451,46	2016.5						
Л	23.05.2016	л.карта.сбер	красота	-2 150,00	маникюр	3 301,46	2016.5						
Л	23.05.2016	л.карта.сбер	перевод	-3 000,00		301,46	2016.5						
Л	23.05.2016	кошелек.Л	перевод	3 000,00		6 180,00	2016.5						
Л	23.05.2016	кошелек.Л	транспорт	-200,00	проездной на 4 поездки	5 980,00	2016.5						
В	24.05.2016	карта зарпл.В	еда.обед	-320,00		6 336,02	2016.5						
Л	25.05.2016	кошелек.Л	продукты	-215,00	булочка и хлеб	5 765,00	2016.5						
Л	25.05.2016	кошелек.Л	зарплата	46 000,00		51 765,00	2016.5						
Л	25.05.2016	кошелек.Л	перевод	-45 000,00	на вклад	6 765,00	2016.5						
Л	25.05.2016	сбер.вклад	перевод	45 000,00		915 467,10	2016.5						
Л	25.05.2016	л.карта.сбер	подарки	-1 000,00		(698,54)	2016.5						
Л	25.05.2016	л.карта.сбер	кофе	-150,00		(848,54)	2016.5						
Л	25.05.2016	кошелек.Л	транспорт	-1 570,00	на метро 60 поездок	5 195,00	2016.5						
Л	25.05.2016	кошелек.Л	еда.обед	-290,00	обед	4 905,00	2016.5						
Л	25.05.2016	сбер.вклад	перевод	-3 000,00		912 467,10	2016.5						
Л	25.05.2016	л.карта.сбер	перевод	3 000,00		2 151,46	2016.5						
Л	25.05.2016	л.карта.сбер	комиссия	-30,00	сбер комиссия	2 121,46	2016.5						
В	25.05.2016	карта зарпл.В	продукты	-396,20		5 939,82	2016.5						
В	25.05.2016	кошелек.В	еда.обед	-350,00		14 650,00	2016.5						
В	25.05.2016	кошелек.В	транспорт	-550,00		14 100,00	2016.5						
В	25.05.2016	кошелек.В	отдал члену семьи	-5 000,00		9 100,00	2016.5						
В	25.05.2016	кошелек.В	еда.обед	-300,00		8 800,00	2016.5						
Л	26.05.2016	л.карта.сбер	перевод	8 000,00		10 121,46	2016.5						
Л	26.05.2016	кошелек.Л	перевод	-8 000,00		(3 095,00)	2016.5						
Л	26.05.2016	л.карта.сбер	кофе	-120,00		10 001,46	2016.5						
Л	26.05.2016	л.карта.сбер	еда.обед	-140,00		9 861,46	2016.5						
Л	26.05.2016	кошелек.Л	в долг	6 000,00		2 905,00	2016.5						
Л	26.05.2016	кошелек.Л	ресторан	-1 300,00		1 605,00	2016.5						
В	26.05.2016	карта зарпл.В	ресторан	-750,00	муму	5 189,82	2016.5						
В	26.05.2016	кошелек.В	спортзал	-700,00	на экзамен	8 100,00	2016.5						
В	26.05.2016	кошелек.В	продукты	-100,00	квас	8 000,00	2016.5						
В	26.05.2016	карта зарпл.В	еда.обед	-320,00		4 869,82	2016.5						
Л	26.05.2016	кошелек.Л	Красота	-1 000,00		605,00	2016.5						
Л	26.05.2016	л.карта.сбер	Красота	-300,00		9 561,46	2016.5						
Л	26.05.2016	кошелек.Л	кофе	-35,00		570,00	2016.5						
Л	26.05.2016	л.карта.сбер	хоз.расходы	-735,60		8 825,86	2016.5						
Л	26.05.2016	л.карта.сбер	ЖКХ	-243,62	телефон	8 582,24	2016.5						
Л	27.05.2016	л.карта.сбер	ЖКХ	-3 502,00	за квартиру	5 080,24	2016.5						
Л	27.05.2016	кошелек.Л	перевод	4 000,00		4 570,00	2016.5						
Л	27.05.2016	л.карта.сбер	перевод	-4 000,00		1 080,24	2016.5						
В	28.05.2016	карта зарпл.В	связь	-400,00	мегафон вад	4 469,82	2016.5						
В	28.05.2016	карта зарпл.В	развлеченья	-360,00	кино	4 109,82	2016.5						
В	28.05.2016	карта зарпл.В	продукты	-760,12		3 349,70	2016.5						
В	29.05.2016	кошелек.В	авто.мойка	-800,00		7 200,00	2016.5						
В	30.05.2016	карта зарпл.В	еда.обед	-310,00		3 039,70	2016.5						
Л	31.05.2016	кошелек.Л	сигареты	-170,00		4 400,00	2016.5						
Л	31.05.2016	л.карта.сбер	продукты	-817,00	магнит	263,24	2016.5						
Л	31.05.2016	сбер.вклад	перевод	-2 615,40		909 851,70	2016.5						
Л	31.05.2016	л.карта.сбер	перевод	2 615,40		2 878,64	2016.5						
Л	31.05.2016	л.карта.сбер	связь	-200,00	Варя телефон	2 678,64	2016.5						
Л	31.05.2016	л.карта.сбер	еда.обед	-280,00		2 398,64	2016.5						
Л	31.05.2016	л.карта.сбер	еда.обед	-445,00		1 953,64	2016.5						
В	31.05.2016	карта зарпл.В	еда.обед	-320,00		2 719,70	2016.5						
В	31.05.2016	кошелек.В	ресторан	-2 200,00		5 000,00	2016.5						
В	01.06.2016	карта зарпл.В	еда.обед	-310,00		2 409,70	2016.6						
Л	01.06.2016	кошелек.Л	зарплата	46 000,00		50 400,00	2016.6						
Л	01.06.2016	кошелек.Л	в долг	6 000,00	Оксана отдала	56 400,00	2016.6						
Л	01.06.2016	кошелек.Л	еда.обед	-100,00		56 300,00	2016.6						
Л	01.06.2016	кошелек.Л	развлеченья	-1 050,00	3 билета на кораблик	55 250,00	2016.6						
Л	01.06.2016	л.карта.сбер	связь	-400,00	мне на телефон	1 553,64	2016.6						
Л	01.06.2016	кошелек.Л	перевод	-50 000,00		5 250,00	2016.6						
В	02.06.2016	карта зарпл.В	еда.обед	-280,00		2 129,70	2016.6						
Л	02.06.2016	сбер.вклад	перевод	-2 500,00		907 351,70	2016.6						
Л	02.06.2016	л.карта.сбер	перевод	2 500,00		4 053,64	2016.6						
Л	02.06.2016	л.карта.сбер	перевод	50 000,00		54 053,64	2016.6						
Л	02.06.2016	л.карта.сбер	перевод	-45 000,00		9 053,64	2016.6						
Л	02.06.2016	сбер.вклад	перевод	45 000,00		952 351,70	2016.6						
Л	02.06.2016	л.карта.сбер	авон	-3 045,00		6 008,64	2016.6						
Л	02.06.2016	л.карта.сбер	перевод	-2 000,00		4 008,64	2016.6						
Л	02.06.2016	кошелек.Л	перевод	2 000,00		7 250,00	2016.6						
Л	02.06.2016	л.карта.сбер	хозтовары	-808,00		3 200,64	2016.6						
Л	02.06.2016	сбер.вклад	перевод	-2 351,70		950 000,00	2016.6						
Л	02.06.2016	л.карта.сбер	перевод	2 351,70		5 552,34	2016.6						
Л	02.06.2016	л.карта.сбер	авон	2 565,00	от Надежды	8 117,34	2016.6						
Л	02.06.2016	л.карта.сбер	перевод	-1 400,00		6 717,34	2016.6						
Л	02.06.2016	кошелек.Л	перевод	1 400,00		8 650,00	2016.6						
Л	02.06.2016	кошелек.Л	кофе	-150,00		8 500,00	2016.6						
Л	02.06.2016	кошелек.Л	спортзал	-1 000,00	переоформление маминой карты	7 500,00	2016.6						
Л	02.06.2016	карта старая.В	развлеченья	-269,00	музыка	57,30	2016.6						
В	03.06.2016	карта зарпл.В	еда.обед	-295,00		1 834,70	2016.6						
В	02.06.2016	карта зарпл.В	аптека	-772,20		1 062,50	2016.6						
В	05.06.2016	карта зарпл.В	ресторан	-746,00	мак	316,50	2016.6						
В	04.06.2016	кошелек.В	авто.топливо	-1 500,00		3 500,00	2016.6						
В	04.06.2016	кошелек.В	продукты	-700,00		2 800,00	2016.6						
В	06.06.2016	карта зарпл.В	связь	-300,00	билайн Ipad	16,50	2016.6						
В	06.06.2016	кошелек.В	еда.обед	-400,00		2 400,00	2016.6						
В	06.06.2016	кошелек.В	спортзал	-300,00	зачетка	2 100,00	2016.6						
